customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
cust_089102,ucust_000044,62463,brasilia,RJ
cust_071835,ucust_000045,59656,belo horizonte,SP
cust_048374,ucust_000046,54346,sao paulo,SP
cust_023690,ucust_000047,67925,brasilia,DF
cust_050390,ucust_000048,37493,curitiba,SP
cust_036479,ucust_000049,25890,curitiba,SP
cust_049470,ucust_000050,34326,brasilia,MG
cust_066725,ucust_000051,42260,brasilia,RJ
cust_068779,ucust_000052,45781,curitiba,MG
cust_085216,ucust_000053,72856,curitiba,PR
cust_035288,ucust_000054,14539,brasilia,BA
cust_067404,ucust_000055,67674,belo horizonte,SP
cust_056119,ucust_000056,79002,brasilia,SP
cust_003320,ucust_000057,93612,belo horizonte,SP
cust_067969,ucust_000058,63986,curitiba,SP
cust_030346,ucust_000059,51779,sao paulo,SP
cust_025651,ucust_000060,73543,rio de janeiro,SP
cust_057090,ucust_000061,68513,sao paulo,RS
cust_050719,ucust_000062,43329,curitiba,SP
cust_003978,ucust_000063,50525,curitiba,SP
cust_044035,ucust_000064,42231,curitiba,MS
cust_030908,ucust_000065,98526,sao paulo,MG
cust_028356,ucust_000066,63897,brasilia,SP
cust_043928,ucust_000067,80725,curitiba,SC
cust_016275,ucust_000068,33144,curitiba,SP
cust_043561,ucust_000069,55529,belo horizonte,MG
cust_005463,ucust_000070,94915,rio de janeiro,SP
cust_036260,ucust_000071,65190,belo horizonte,GO
cust_035207,ucust_000072,76109,sao paulo,GO
cust_054174,ucust_000073,25424,rio de janeiro,MG
cust_030271,ucust_000074,62301,belo horizonte,PR
cust_014018,ucust_000075,68113,sao paulo,ES
cust_026569,ucust_000076,24502,rio de janeiro,SP
cust_032149,ucust_000077,76473,rio de janeiro,RJ
cust_080749,ucust_000078,13399,belo horizonte,PI
cust_035423,ucust_000079,17625,curitiba,SC
cust_000769,ucust_000080,48034,belo horizonte,SP
cust_003149,ucust_000081,54732,rio de janeiro,SP
cust_045699,ucust_000082,56960,sao paulo,SP
cust_072795,ucust_000083,60587,brasilia,SP
cust_013169,ucust_000084,27274,belo horizonte,BA
cust_035833,ucust_000085,66882,brasilia,RJ
cust_012482,ucust_000086,13838,sao paulo,SP
cust_086416,ucust_000087,57375,curitiba,DF
cust_045537,ucust_000088,29921,rio de janeiro,SP
cust_068441,ucust_000089,28484,brasilia,SP
cust_041721,ucust_000090,51412,brasilia,BA
cust_034129,ucust_000091,72737,sao paulo,SP
cust_053702,ucust_000092,46812,sao paulo,RJ
cust_083025,ucust_000093,15168,brasilia,SP
cust_078116,ucust_000094,88667,belo horizonte,SP
cust_072526,ucust_000095,27999,belo horizonte,SP
cust_060045,ucust_000096,23617,sao paulo,MG
cust_007052,ucust_000097,62419,belo horizonte,SP
cust_055555,ucust_000098,65870,belo horizonte,SP
cust_046920,ucust_000099,94533,rio de janeiro,RS
cust_079098,ucust_000100,19163,sao paulo,RJ
cust_072110,ucust_000101,98420,curitiba,SP
cust_024454,ucust_000102,67904,brasilia,MG
cust_089279,ucust_000103,85327,sao paulo,SP
cust_082785,ucust_000104,34420,sao paulo,MS
cust_000509,ucust_000105,47529,rio de janeiro,BA
cust_048106,ucust_000106,63767,belo horizonte,BA
cust_017536,ucust_000107,21879,sao paulo,SP
cust_026879,ucust_000108,45930,belo horizonte,ES
cust_000586,ucust_000109,15613,brasilia,RJ
cust_085238,ucust_000110,50327,sao paulo,SP
cust_014406,ucust_000111,40009,sao paulo,SP
cust_065014,ucust_000112,94871,brasilia,SP
cust_036076,ucust_000113,54359,sao paulo,RJ
cust_083738,ucust_000114,40416,belo horizonte,RJ
cust_074207,ucust_000115,17942,rio de janeiro,SP
cust_078298,ucust_000116,37624,brasilia,RJ
cust_047225,ucust_000117,79299,belo horizonte,PR
cust_082503,ucust_000118,56402,belo horizonte,PE
cust_005903,ucust_000119,36051,sao paulo,RJ
cust_052141,ucust_000120,61786,sao paulo,BA
cust_002637,ucust_000121,21765,rio de janeiro,SP
cust_028108,ucust_000122,26050,brasilia,SP
cust_022083,ucust_000123,41346,belo horizonte,SP
cust_010000,ucust_000124,84655,brasilia,MG
cust_049162,ucust_000125,88624,brasilia,SP
cust_019421,ucust_000126,97447,rio de janeiro,PB
cust_064745,ucust_000127,23232,brasilia,SP
cust_047709,ucust_000128,97790,brasilia,SP
cust_051158,ucust_000129,12082,brasilia,PR
cust_084065,ucust_000130,69400,curitiba,MG
cust_000384,ucust_000131,98723,sao paulo,GO
cust_018269,ucust_000132,83272,belo horizonte,GO
cust_054176,ucust_000133,45590,rio de janeiro,BA
cust_025526,ucust_000134,22176,rio de janeiro,SP
cust_031738,ucust_000135,39139,brasilia,MG
cust_031253,ucust_000136,37273,curitiba,SP
cust_073718,ucust_000137,31327,sao paulo,GO
cust_024301,ucust_000138,20300,curitiba,RN
cust_038612,ucust_000139,95832,rio de janeiro,SP
cust_020690,ucust_000140,86293,curitiba,MG
cust_005872,ucust_000141,48161,belo horizonte,AL
cust_083131,ucust_000142,39022,sao paulo,MG
cust_077027,ucust_000143,76459,brasilia,MG
cust_087135,ucust_000144,20959,brasilia,SP
cust_060664,ucust_000145,19641,rio de janeiro,MG
cust_006491,ucust_000146,70036,rio de janeiro,CE
cust_056811,ucust_000147,51649,curitiba,SP
cust_065723,ucust_000148,28874,brasilia,RJ
cust_051631,ucust_000149,20640,sao paulo,SP
cust_040818,ucust_000150,26354,belo horizonte,SP
cust_025044,ucust_000151,47495,belo horizonte,MS
cust_048775,ucust_000152,14856,sao paulo,ES
cust_050752,ucust_000153,53776,rio de janeiro,MG
cust_063529,ucust_000154,54322,sao paulo,SP
cust_048243,ucust_000155,90719,sao paulo,SP
cust_078689,ucust_000156,39718,sao paulo,SP
cust_022778,ucust_000157,61742,belo horizonte,SP
cust_077641,ucust_000158,71501,brasilia,MG
cust_085872,ucust_000159,62832,curitiba,RJ
cust_055283,ucust_000160,59223,belo horizonte,RN
cust_029414,ucust_000161,94488,brasilia,SP
cust_003253,ucust_000162,19391,belo horizonte,RS
cust_018484,ucust_000163,66661,brasilia,SP
cust_065948,ucust_000164,55876,curitiba,CE
cust_029446,ucust_000165,91828,rio de janeiro,SP
cust_006539,ucust_000166,26883,sao paulo,SP
cust_025871,ucust_000167,74179,curitiba,SP
cust_066553,ucust_000168,94376,sao paulo,SP
cust_016211,ucust_000169,57875,belo horizonte,BA
cust_011227,ucust_000170,87917,rio de janeiro,SP
cust_022399,ucust_000171,90118,belo horizonte,SP
cust_012072,ucust_000172,56585,belo horizonte,GO
cust_012143,ucust_000173,31959,sao paulo,PR
cust_067714,ucust_000174,70100,rio de janeiro,CE
cust_012653,ucust_000175,39363,rio de janeiro,SP
cust_038455,ucust_000176,88409,belo horizonte,SC
cust_067282,ucust_000177,54336,brasilia,SP
cust_043482,ucust_000178,99996,sao paulo,SP
cust_073128,ucust_000179,76134,rio de janeiro,MG
cust_043955,ucust_000180,71134,belo horizonte,RJ
cust_069242,ucust_000181,55679,belo horizonte,SP
cust_042186,ucust_000182,60971,belo horizonte,SP
cust_084588,ucust_000183,54423,belo horizonte,MG
cust_088277,ucust_000184,17356,brasilia,SP
cust_087705,ucust_000185,54350,curitiba,RS
cust_011529,ucust_000186,27887,belo horizonte,SP
cust_065371,ucust_000187,34462,curitiba,SP
cust_076707,ucust_000188,42428,brasilia,PE
cust_080488,ucust_000189,23641,rio de janeiro,RN
cust_027711,ucust_000190,55148,brasilia,SP
cust_019010,ucust_000191,94546,belo horizonte,GO
cust_009058,ucust_000192,59608,rio de janeiro,SP
cust_079731,ucust_000193,88945,belo horizonte,BA
cust_075396,ucust_000194,67565,sao paulo,RJ
cust_043552,ucust_000195,18882,brasilia,SP
cust_034024,ucust_000196,65116,rio de janeiro,BA
cust_069079,ucust_000197,61451,curitiba,SP
cust_088530,ucust_000198,16697,brasilia,PE
cust_018036,ucust_000199,58778,brasilia,SP
cust_043752,ucust_000200,14580,belo horizonte,MG
cust_021612,ucust_000201,35059,brasilia,MG
cust_003332,ucust_000202,43284,curitiba,MG
cust_064640,ucust_000203,13080,sao paulo,SP
cust_086222,ucust_000204,13310,rio de janeiro,BA
cust_082776,ucust_000205,41578,brasilia,SP
cust_001187,ucust_000206,19375,brasilia,SP
cust_074906,ucust_000207,76200,sao paulo,MG
cust_003590,ucust_000208,41012,sao paulo,SP
cust_054851,ucust_000209,11034,curitiba,SP
cust_086334,ucust_000210,87246,rio de janeiro,SP
cust_033551,ucust_000211,84954,sao paulo,RS
cust_072348,ucust_000212,58091,sao paulo,GO
cust_040843,ucust_000213,99836,brasilia,MS
cust_071016,ucust_000214,97308,rio de janeiro,ES
cust_084032,ucust_000215,43171,sao paulo,MG
cust_012369,ucust_000216,69400,brasilia,MG
cust_049736,ucust_000217,29840,curitiba,GO
cust_019027,ucust_000218,39270,sao paulo,RJ
cust_086564,ucust_000219,44560,brasilia,RJ
cust_050778,ucust_000220,71874,rio de janeiro,MG
cust_071064,ucust_000221,30463,sao paulo,SP
cust_041970,ucust_000222,77934,sao paulo,SP
cust_056872,ucust_000223,15131,belo horizonte,RJ
cust_044953,ucust_000224,48586,sao paulo,SP
cust_058133,ucust_000225,80582,curitiba,RJ
cust_026574,ucust_000226,84966,rio de janeiro,MG
cust_051874,ucust_000227,90488,sao paulo,RJ
cust_048356,ucust_000228,17274,rio de janeiro,RJ
cust_080614,ucust_000229,53888,curitiba,SP
cust_056854,ucust_000230,85478,rio de janeiro,SP
cust_022309,ucust_000231,17024,sao paulo,SP
cust_054551,ucust_000232,86687,brasilia,MG
cust_010355,ucust_000233,88260,rio de janeiro,RJ
cust_015962,ucust_000234,79664,sao paulo,RJ
cust_025508,ucust_000235,97195,sao paulo,ES
cust_005177,ucust_000236,77976,belo horizonte,SP
cust_067872,ucust_000237,22342,sao paulo,SP
cust_003014,ucust_000238,81692,rio de janeiro,RJ
cust_087918,ucust_000239,54893,rio de janeiro,BA
cust_022236,ucust_000240,60426,rio de janeiro,RJ
cust_004898,ucust_000241,34848,brasilia,PE
cust_035350,ucust_000242,74669,belo horizonte,SP
cust_070668,ucust_000243,80190,belo horizonte,SP
cust_069885,ucust_000244,26001,rio de janeiro,SP
cust_012139,ucust_000245,38354,sao paulo,SP
cust_047344,ucust_000246,93080,rio de janeiro,SP
cust_064832,ucust_000247,35230,rio de janeiro,MG
cust_076277,ucust_000248,75945,rio de janeiro,BA
cust_059319,ucust_000249,42552,rio de janeiro,GO
cust_043362,ucust_000250,39451,curitiba,SP
cust_000404,ucust_000251,93326,sao paulo,SP
cust_064808,ucust_000252,10046,curitiba,RJ
cust_008864,ucust_000253,20670,curitiba,MG
cust_072216,ucust_000254,47896,curitiba,MG
cust_083193,ucust_000255,41830,belo horizonte,BA
cust_089863,ucust_000256,40794,belo horizonte,SP
cust_002900,ucust_000257,50617,belo horizonte,SP
cust_088549,ucust_000258,92018,brasilia,RJ
cust_057017,ucust_000259,97307,brasilia,PR
cust_042304,ucust_000260,31211,rio de janeiro,RS
cust_081480,ucust_000261,24197,brasilia,BA
cust_000754,ucust_000262,73181,rio de janeiro,SC
cust_044451,ucust_000263,87065,brasilia,ES
cust_022395,ucust_000264,12290,brasilia,RJ
cust_082002,ucust_000265,66676,rio de janeiro,BA
cust_001425,ucust_000266,20379,belo horizonte,SP
cust_061406,ucust_000267,86276,brasilia,SP
cust_013620,ucust_000268,53059,brasilia,SP
cust_040750,ucust_000269,61746,brasilia,SP
cust_079394,ucust_000270,56314,sao paulo,RN
cust_005703,ucust_000271,73864,belo horizonte,RS
cust_033350,ucust_000272,62366,curitiba,PR
cust_008758,ucust_000273,53615,curitiba,DF
cust_070764,ucust_000274,67462,sao paulo,SP
cust_072761,ucust_000275,13894,rio de janeiro,SP
cust_053816,ucust_000276,58808,curitiba,BA
cust_006514,ucust_000277,28064,brasilia,RJ
cust_024019,ucust_000278,97976,brasilia,SP
cust_011613,ucust_000279,61671,sao paulo,BA
cust_060205,ucust_000280,19345,sao paulo,SP
cust_063689,ucust_000281,97115,curitiba,SP
cust_033612,ucust_000282,10671,sao paulo,RS
cust_017114,ucust_000283,88627,belo horizonte,GO
cust_034219,ucust_000284,93893,curitiba,CE
cust_002437,ucust_000285,47303,rio de janeiro,SP
cust_014607,ucust_000286,46924,belo horizonte,SP
cust_049612,ucust_000287,50497,belo horizonte,RJ
cust_003297,ucust_000288,53473,belo horizonte,RJ
cust_058536,ucust_000289,98477,curitiba,RS
cust_012121,ucust_000290,17763,belo horizonte,SP
cust_026008,ucust_000291,68667,rio de janeiro,PE
cust_089511,ucust_000292,80349,curitiba,RJ
cust_088059,ucust_000293,65132,sao paulo,SP
cust_018365,ucust_000294,47628,curitiba,MG
cust_007397,ucust_000295,99557,rio de janeiro,RS
cust_086526,ucust_000296,86308,curitiba,SP
cust_003695,ucust_000297,51349,rio de janeiro,SP
cust_044538,ucust_000298,73441,sao paulo,PB
cust_054254,ucust_000299,91300,rio de janeiro,SP
cust_082985,ucust_000300,79572,curitiba,BA
cust_078803,ucust_000301,75987,rio de janeiro,SP
cust_059155,ucust_000302,11479,sao paulo,RJ
cust_044654,ucust_000303,49142,sao paulo,RJ
cust_024354,ucust_000304,64814,rio de janeiro,MG
cust_065405,ucust_000305,11981,belo horizonte,RJ
cust_007370,ucust_000306,30604,belo horizonte,SP
cust_088678,ucust_000307,41029,brasilia,SP
cust_002376,ucust_000308,62788,rio de janeiro,RS
cust_024466,ucust_000309,75098,brasilia,SP
cust_013182,ucust_000310,92405,brasilia,PB
cust_011819,ucust_000311,84502,rio de janeiro,SP
cust_086755,ucust_000312,69763,belo horizonte,SP
cust_075080,ucust_000313,45212,brasilia,SP
cust_060819,ucust_000314,24821,curitiba,RJ
cust_078491,ucust_000315,89396,brasilia,PE
cust_021408,ucust_000316,77841,curitiba,RJ
cust_085822,ucust_000317,23463,curitiba,PR
cust_060116,ucust_000318,57973,brasilia,SP
cust_002477,ucust_000319,47235,rio de janeiro,SP
cust_029848,ucust_000320,39985,curitiba,SP
cust_073862,ucust_000321,23650,rio de janeiro,SP
cust_050992,ucust_000322,66340,rio de janeiro,SP
cust_009694,ucust_000323,51964,rio de janeiro,SP
cust_085576,ucust_000324,67412,curitiba,RJ
cust_040189,ucust_000325,17905,sao paulo,RS
cust_033914,ucust_000326,93959,curitiba,SP
cust_017677,ucust_000327,26788,sao paulo,SC
cust_085111,ucust_000328,11809,belo horizonte,SP
cust_045209,ucust_000329,86558,rio de janeiro,PR
cust_030553,ucust_000330,32210,brasilia,RJ
cust_013324,ucust_000331,65538,sao paulo,SP
cust_052473,ucust_000332,96737,belo horizonte,MG
cust_004613,ucust_000333,64725,belo horizonte,PR
cust_089505,ucust_000334,72240,sao paulo,MG
cust_026634,ucust_000335,80736,rio de janeiro,RJ
cust_068856,ucust_000336,39103,brasilia,SP
cust_047195,ucust_000337,57382,sao paulo,ES
cust_052669,ucust_000338,41486,belo horizonte,RS
cust_022510,ucust_000339,83154,sao paulo,BA
cust_069537,ucust_000340,63777,rio de janeiro,RS
cust_017997,ucust_000341,22829,rio de janeiro,SC
cust_060403,ucust_000342,74281,sao paulo,GO
cust_079875,ucust_000343,69705,sao paulo,RJ
cust_084356,ucust_000344,94808,sao paulo,SP
cust_002545,ucust_000345,35819,belo horizonte,RJ
cust_044268,ucust_000346,63370,curitiba,RS
cust_077082,ucust_000347,69524,brasilia,SP
cust_039833,ucust_000348,91533,belo horizonte,GO
cust_067985,ucust_000349,86602,sao paulo,SP
cust_070700,ucust_000350,31167,belo horizonte,RS
cust_052533,ucust_000351,92468,belo horizonte,SP
cust_007830,ucust_000352,76677,sao paulo,SC
cust_048413,ucust_000353,34886,rio de janeiro,SP
cust_029073,ucust_000354,63945,curitiba,SP
cust_026101,ucust_000355,60331,brasilia,PR
cust_027478,ucust_000356,80054,rio de janeiro,SP
cust_020872,ucust_000357,45950,brasilia,SP
cust_002849,ucust_000358,21578,rio de janeiro,SP
cust_087736,ucust_000359,75730,sao paulo,RJ
cust_028580,ucust_000360,15673,brasilia,SP
cust_034505,ucust_000361,90985,brasilia,RS
cust_084181,ucust_000362,43632,curitiba,BA
cust_042880,ucust_000363,13693,curitiba,SP
cust_063714,ucust_000364,71191,brasilia,RJ
cust_023147,ucust_000365,43477,belo horizonte,SP
cust_000522,ucust_000366,53351,rio de janeiro,RJ
cust_014981,ucust_000367,92478,rio de janeiro,PB
cust_083970,ucust_000368,80072,belo horizonte,SP
cust_051793,ucust_000369,31634,brasilia,SP
cust_021075,ucust_000370,19620,sao paulo,SP
cust_067782,ucust_000371,25172,belo horizonte,SP
cust_076408,ucust_000372,44866,belo horizonte,RJ
cust_058342,ucust_000373,55834,curitiba,SP
cust_073737,ucust_000374,20684,brasilia,SP
cust_003220,ucust_000375,78278,sao paulo,MG
cust_029188,ucust_000376,48068,belo horizonte,SP
cust_063993,ucust_000377,26444,sao paulo,MG
cust_076545,ucust_000378,23487,sao paulo,RJ
cust_058630,ucust_000379,39200,belo horizonte,SP
cust_087783,ucust_000380,49545,belo horizonte,BA
cust_080007,ucust_000381,50416,sao paulo,SP
cust_041107,ucust_000382,60002,belo horizonte,RJ
cust_078816,ucust_000383,44965,brasilia,GO
cust_005919,ucust_000384,37418,belo horizonte,SP
cust_013465,ucust_000385,31443,rio de janeiro,SP
cust_035233,ucust_000386,47285,rio de janeiro,SP
cust_044295,ucust_000387,81514,belo horizonte,MG
cust_002534,ucust_000388,64115,belo horizonte,MT
cust_028217,ucust_000389,98408,rio de janeiro,SP
cust_012881,ucust_000390,88232,curitiba,SP
cust_074058,ucust_000391,72958,brasilia,SP
cust_043013,ucust_000392,43605,rio de janeiro,SP
cust_008904,ucust_000393,91716,belo horizonte,SP
cust_066208,ucust_000394,80379,curitiba,SC
cust_030590,ucust_000395,85828,brasilia,SP
cust_072742,ucust_000396,68593,sao paulo,SP
cust_002971,ucust_000397,10445,belo horizonte,SP
cust_035216,ucust_000398,66390,belo horizonte,RN
cust_013588,ucust_000399,52116,belo horizonte,SP
cust_044080,ucust_000400,75951,sao paulo,SP
cust_009877,ucust_000401,77544,belo horizonte,SP
cust_072337,ucust_000402,21162,rio de janeiro,GO
cust_061584,ucust_000403,81922,rio de janeiro,RJ
cust_020736,ucust_000404,25861,rio de janeiro,SP
cust_008147,ucust_000405,68964,belo horizonte,SP
cust_005076,ucust_000406,27256,rio de janeiro,RJ
cust_025386,ucust_000407,37236,brasilia,SP
cust_017729,ucust_000408,21626,belo horizonte,ES
cust_065958,ucust_000409,13943,curitiba,MT
cust_066384,ucust_000410,90037,rio de janeiro,MG
cust_019188,ucust_000411,31081,sao paulo,SP
cust_004046,ucust_000412,73556,sao paulo,RJ
cust_087721,ucust_000413,66745,brasilia,MS
cust_073373,ucust_000414,81546,brasilia,SP
cust_066415,ucust_000415,69441,curitiba,SP
cust_025307,ucust_000416,54359,rio de janeiro,RS
cust_033866,ucust_000417,26026,sao paulo,RJ
cust_021306,ucust_000418,80569,rio de janeiro,RS
cust_072387,ucust_000419,15526,brasilia,PE
cust_032304,ucust_000420,28996,belo horizonte,MG
cust_081190,ucust_000421,47199,brasilia,SP
cust_010713,ucust_000422,63778,brasilia,MA
cust_038438,ucust_000423,73022,rio de janeiro,SP
cust_056134,ucust_000424,42577,belo horizonte,RS
cust_088278,ucust_000425,47626,brasilia,SP
cust_002337,ucust_000426,82906,sao paulo,SP
cust_012388,ucust_000427,89246,brasilia,SP
cust_044508,ucust_000428,21150,brasilia,RJ
cust_029369,ucust_000429,39843,belo horizonte,SP
cust_053412,ucust_000430,10101,curitiba,PE
cust_021813,ucust_000431,63697,brasilia,RJ
cust_038500,ucust_000432,39842,sao paulo,SP
cust_034877,ucust_000433,35552,sao paulo,SP
cust_012220,ucust_000434,44980,rio de janeiro,SP
cust_066615,ucust_000435,44380,belo horizonte,PR
cust_058689,ucust_000436,92762,belo horizonte,RJ
cust_077647,ucust_000437,61175,curitiba,SP
cust_028136,ucust_000438,19656,brasilia,RJ
cust_034390,ucust_000439,23157,belo horizonte,MS
cust_054437,ucust_000440,33755,belo horizonte,RJ
cust_079874,ucust_000441,30070,sao paulo,SP
cust_070284,ucust_000442,29339,belo horizonte,CE
cust_049788,ucust_000443,82073,sao paulo,SP
cust_018991,ucust_000444,31997,belo horizonte,SP
cust_032897,ucust_000445,30254,belo horizonte,RJ
cust_077990,ucust_000446,51568,rio de janeiro,SP
cust_055232,ucust_000447,80783,curitiba,MG
cust_075925,ucust_000448,29096,belo horizonte,PR
cust_074289,ucust_000449,52440,sao paulo,SP
cust_015208,ucust_000450,65454,rio de janeiro,ES
cust_040559,ucust_000451,60081,brasilia,GO
cust_084516,ucust_000452,56837,belo horizonte,PR
cust_018493,ucust_000453,69630,sao paulo,MT
cust_074399,ucust_000454,31381,brasilia,SP
cust_003711,ucust_000455,80866,curitiba,SP
cust_066293,ucust_000456,77759,sao paulo,RS
cust_052003,ucust_000457,58932,curitiba,MG
cust_016503,ucust_000458,27552,brasilia,SP
cust_020258,ucust_000459,46742,curitiba,MT
cust_024055,ucust_000460,95195,curitiba,PB
cust_063410,ucust_000461,48783,curitiba,SP
cust_023333,ucust_000462,10224,rio de janeiro,MG
cust_011507,ucust_000463,92479,sao paulo,SP
cust_000482,ucust_000464,37133,belo horizonte,SP
cust_047637,ucust_000465,68968,belo horizonte,MG
cust_004686,ucust_000466,86711,brasilia,SP
cust_019763,ucust_000467,78841,curitiba,PE
cust_076725,ucust_000468,10755,curitiba,RJ
cust_044221,ucust_000469,67251,sao paulo,SP
cust_007457,ucust_000470,21493,sao paulo,SP
cust_060459,ucust_000471,24403,sao paulo,RJ
cust_077187,ucust_000472,16118,sao paulo,SP
cust_013421,ucust_000473,43652,belo horizonte,SP
cust_037627,ucust_000474,82455,belo horizonte,SP
cust_085865,ucust_000475,59570,rio de janeiro,RS
cust_076737,ucust_000476,36236,rio de janeiro,CE
cust_016909,ucust_000477,42827,belo horizonte,SP
cust_088661,ucust_000478,89733,curitiba,RS
cust_013149,ucust_000479,77365,sao paulo,SP
cust_076533,ucust_000480,38595,curitiba,MG
cust_057506,ucust_000481,74518,curitiba,RJ
cust_078411,ucust_000482,28088,belo horizonte,MG
cust_060779,ucust_000483,47949,belo horizonte,RJ
cust_053172,ucust_000484,30558,brasilia,RJ
cust_040229,ucust_000485,13305,sao paulo,SC
cust_067308,ucust_000486,80445,curitiba,BA
cust_057648,ucust_000487,32221,rio de janeiro,SP
cust_060874,ucust_000488,73528,brasilia,RJ
cust_072256,ucust_000489,99025,rio de janeiro,RS
cust_064283,ucust_000490,88150,curitiba,SP
cust_049278,ucust_000491,48206,belo horizonte,CE
cust_081004,ucust_000492,68072,belo horizonte,SP
cust_067174,ucust_000493,44543,sao paulo,ES
cust_064400,ucust_000494,55599,belo horizonte,SP
cust_088727,ucust_000495,96480,rio de janeiro,BA
cust_047028,ucust_000496,91875,sao paulo,RJ
cust_032538,ucust_000497,50191,rio de janeiro,SC
cust_004674,ucust_000498,28795,rio de janeiro,MG
cust_058197,ucust_000499,95975,sao paulo,SP
cust_070325,ucust_000500,62786,rio de janeiro,SP
cust_001901,ucust_000501,59708,sao paulo,BA
cust_084678,ucust_000502,31902,curitiba,PE
cust_045247,ucust_000503,81838,belo horizonte,DF
cust_019051,ucust_000504,72261,belo horizonte,SP
cust_009975,ucust_000505,93412,belo horizonte,RJ
cust_069047,ucust_000506,68903,brasilia,RJ
cust_051054,ucust_000507,87718,rio de janeiro,MG
cust_006401,ucust_000508,53742,sao paulo,SP
cust_018403,ucust_000509,11418,belo horizonte,RJ
cust_065149,ucust_000510,21402,sao paulo,BA
cust_075379,ucust_000511,95825,brasilia,RJ
cust_044359,ucust_000512,28492,belo horizonte,RJ
cust_021255,ucust_000513,98406,rio de janeiro,MG
cust_069656,ucust_000514,82969,curitiba,SP
cust_003889,ucust_000515,99343,curitiba,SP
cust_059905,ucust_000516,73897,curitiba,PR
cust_057957,ucust_000517,27582,rio de janeiro,SP
cust_056831,ucust_000518,93221,rio de janeiro,SP
cust_040815,ucust_000519,57457,curitiba,SP
cust_067544,ucust_000520,55062,sao paulo,RS
cust_024809,ucust_000521,84411,brasilia,SP
cust_009318,ucust_000522,51159,rio de janeiro,SP
cust_047263,ucust_000523,17760,curitiba,SP
cust_035514,ucust_000524,66345,brasilia,MG
cust_020538,ucust_000525,57111,sao paulo,MA
cust_001315,ucust_000526,22712,belo horizonte,RS
cust_068255,ucust_000527,16528,belo horizonte,RJ
cust_070393,ucust_000528,13867,sao paulo,MG
cust_026885,ucust_000529,96460,brasilia,RS
cust_075220,ucust_000530,10427,brasilia,SP
cust_004120,ucust_000531,60933,rio de janeiro,SP
cust_023048,ucust_000532,68357,brasilia,MG
cust_063973,ucust_000533,79272,rio de janeiro,ES
cust_037252,ucust_000534,43985,sao paulo,SP
cust_066318,ucust_000535,37142,rio de janeiro,SP
cust_083106,ucust_000536,71157,rio de janeiro,SP
cust_031699,ucust_000537,12363,brasilia,SP
cust_025741,ucust_000538,76711,rio de janeiro,SP
cust_077445,ucust_000539,83574,belo horizonte,SP
cust_057124,ucust_000540,14761,belo horizonte,SP
cust_024340,ucust_000541,60179,belo horizonte,MG
cust_009829,ucust_000542,69010,curitiba,SP
cust_047047,ucust_000543,32991,sao paulo,PR
cust_043618,ucust_000544,34955,rio de janeiro,MG
cust_088798,ucust_000545,45744,curitiba,SP
cust_050050,ucust_000546,72719,sao paulo,ES
cust_088847,ucust_000547,97218,curitiba,SP
